"공공체육시설별","자치구별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"싸이클 경기장","구로구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","금천구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","금천구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","영등포구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","영등포구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","동작구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","동작구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","관악구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","관악구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","서초구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","서초구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","강남구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","강남구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","송파구","개소","개소","","","","","","","","","","","1","1","1","1",
"싸이클 경기장","송파구","면적","㎡","","","","","","","","","","","10672","10672","10672","10672",
"싸이클 경기장","강동구","개소","개소","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","강동구","면적","㎡","","","","","","","","","","","0","-","-","-",
"싸이클 경기장","기타(서울외)","개소","개소","","","","","","","","","","","","-","-","-",
"싸이클 경기장","기타(서울외)","면적","㎡","","","","","","","","","","","","-","-","-",
"테니스장","합계","개소","개소","56","59","59","58","60","58","57","60","66","65","66","68","71","75",
"테니스장","합계","면적","㎡","295355","726424","343370","344071","348659","334939","340482","348173","402058","392013","414412.69","418268","431329","439034",
"테니스장","종로구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"테니스장","종로구","면적","㎡","5238","5238","5238","5238","5238","5238","5238","5238","5238","5238","5238","5238","5238","5238",
"테니스장","중구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"테니스장","중구","면적","㎡","10545","17916","17916","17916","17916","17916","17916","17916","17916","17916","17916","17916","17916","17916",
"테니스장","용산구","개소","개소","3","3","3","3","3","3","3","3","3","3","2","2","2","2",
"테니스장","용산구","면적","㎡","12569","12569","12569","12569","12569","12569","12569","12569","12569","12569","12569","12569","12569","12569",
"테니스장","성동구","개소","개소","5","5","5","5","5","5","4","4","5","5","5","5","5","5",
"테니스장","성동구","면적","㎡","8634","8634","8634","8429","8429","8429","7972","7972","9172","9172","9172","9172","9172","9172",
"테니스장","광진구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"테니스장","광진구","면적","㎡","8555","8555","8555","8555","8555","8543","8543","7454","7454","7454","7453.69","9830","9830","9830",
"테니스장","동대문구","개소","개소","1","1","1","1","1","1","1","1","1","1","3","3","3","3",
"테니스장","동대문구","면적","㎡","1198","1198","1198","1198","1198","1198","1198","1198","1198","1198","1197.8","3760","3760","3760",
"테니스장","중랑구","개소","개소","","","","","","","","1","2","2","2","2","2","3",
"테니스장","중랑구","면적","㎡","","","","","","","","5829","7335","7335","7335.2","7335","7335","10970",
"테니스장","성북구","개소","개소","","2","2","2","2","2","2","2","2","2","2","2","2","2",
"테니스장","성북구","면적","㎡","","66892","7868","9650","9650","9650","9650","9650","5817","5817","5817","5817","5817","5817",
"테니스장","강북구","개소","개소","","","","","","","","","1","1","1","1","1","1",
"테니스장","강북구","면적","㎡","","","","","","","","","2142","2142","2142","2142","2142","2142",
"테니스장","도봉구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"테니스장","도봉구","면적","㎡","5717","5717","5717","5717","5717","5717","5717","5069","49830","49830","49830","49830","49830","49830",
"테니스장","노원구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","4","4","4",
"테니스장","노원구","면적","㎡","43467","43467","43467","43467","43467","43467","43467","43467","43467","44980","44980","46720","46720","46720",
"테니스장","은평구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","2","2",
"테니스장","은평구","면적","㎡","","9988","9988","9988","9988","9988","9988","9988","9988","9988","9988","9988","10988","10988",
"테니스장","서대문구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"테니스장","서대문구","면적","㎡","4016","4016","4016","4229","4229","4229","4229","4229","4229","4229","4229","4229","4229","4229",
"테니스장","마포구","개소","개소","3","3","3","3","3","3","3","3","4","4","3","3","3","4",
"테니스장","마포구","면적","㎡","7825","7825","7825","7825","7825","7825","7825","7825","9225","7303","5903","5903","5903","8053",
"테니스장","양천구","개소","개소","2","2","2","2","2","1","1","1","1","1","1","1","1","1",
"테니스장","양천구","면적","㎡","21778","21778","21778","21778","21778","16658","16658","16658","16658","16658","16658","16658","16658","16658",
"테니스장","강서구","개소","개소","3","3","3","2","4","2","2","2","3","3","3","3","5","5",
"테니스장","강서구","면적","㎡","28984","28984","28984","26690","31278","26690","26690","26690","26690","26690","39390","39390","40870","40870",
"테니스장","구로구","개소","개소","2","2","2","2","2","3","3","3","3","3","3","3","3","3",
"테니스장","구로구","면적","㎡","4373","4373","4373","4373","4373","6373","6373","6373","6373","6373","6373","6373","6373","6373",
"테니스장","금천구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"테니스장","금천구","면적","㎡","3875","3875","3875","5080","5080","5080","5080","5080","5080","5080","5080","5080","5080","5080",
"테니스장","영등포구","개소","개소","1","1","1","1","1","1","1","1","1","1","2","2","2","2",
"테니스장","영등포구","면적","㎡","6000","6000","6000","6000","6000","","6000","6000","6000","","11100","5100","11100","11100",
"테니스장","동작구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"테니스장","동작구","면적","㎡","12246","12246","12246","12246","12246","12246","12246","12246","12246","12246","12246","12246","12246","12246",
"테니스장","관악구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","3","3","3",
"테니스장","관악구","면적","㎡","2220","2220","2220","2220","2220","2220","2220","2220","2220","2220","2220","5397","5397","5397",
"테니스장","서초구","개소","개소","4","5","5","5","5","5","5","5","5","5","5","5","4","4",
"테니스장","서초구","면적","㎡","76773","85503","85503","85503","85503","85503","85503","85503","85503","85503","85503","85503","73897","73897",
"테니스장","강남구","개소","개소","3","3","3","3","3","3","3","5","5","5","5","5","6","6",
"테니스장","강남구","면적","㎡","6321","6321","6321","6321","6321","6321","6321","9920","9920","9920","9920","9920","12360","12360",
"테니스장","송파구","개소","개소","6","6","6","6","6","6","6","6","6","6","6","6","6","8",
"테니스장","송파구","면적","㎡","11489","349577","25547","25547","25547","25547","25547","25547","25547","25547","25547","25547","25547","27467",
"테니스장","강동구","개소","개소","3","3","3","3","3","3","3","3","4","3","3","3","3","3",
"테니스장","강동구","면적","㎡","13532","13532","13532","13532","13532","13532","13532","13532","20241","16605","16605","16605","30352","30352",
"테니스장","기타(서울외)","개소","개소","","","","","","","","1","","","1","1","1","1",
"테니스장","기타(서울외)","면적","㎡","","","","","","","","1400","","","2500","2500","2500","2500",
"씨름장","합계","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","합계","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","종로구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","종로구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","중구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","중구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","용산구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","용산구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","성동구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","성동구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","광진구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","광진구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","동대문구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","동대문구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","중랑구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","중랑구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","성북구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","성북구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","강북구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","강북구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","도봉구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","도봉구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","노원구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","노원구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","은평구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","은평구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","서대문구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","서대문구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","마포구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","마포구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","양천구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","양천구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","강서구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","강서구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","구로구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","구로구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","금천구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","금천구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","영등포구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","영등포구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","동작구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","동작구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","관악구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","관악구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","서초구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","서초구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","강남구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","강남구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","송파구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","송파구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","강동구","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","강동구","면적","㎡","","","","","","","","","","","","-","-","-",
"씨름장","기타(서울외)","개소","개소","","","","","","","","","","","","-","-","-",
"씨름장","기타(서울외)","면적","㎡","","","","","","","","","","","","-","-","-",
"간이운동장(동네체육시설)","합계","개소","개소","2168","2354","2357","2357","2366","2421","2434","2472","2476","2475","2515","2492","2534","2538",
"간이운동장(동네체육시설)","합계","면적","㎡","8604045","8606810","8610873","8610873","8687126","8778146","8792965","9731460","9731855","9731855","9731854.8","9891281","9895608","9237640",
"간이운동장(동네체육시설)","종로구","개소","개소","32","29","29","29","29","28","28","28","28","28","28","27","27","27",
"간이운동장(동네체육시설)","종로구","면적","㎡","575236","14817","14817","14817","14817","14817","14817","14817","14817","14817","14817","14517","14517","14517",
"간이운동장(동네체육시설)","중구","개소","개소","22","22","22","22","22","22","22","16","16","15","15","15","15","19",
"간이운동장(동네체육시설)","중구","면적","㎡","348285","348285","348285","348285","348285","348285","348285","348285","348285","348285","348285","348285","348285","",
"간이운동장(동네체육시설)","용산구","개소","개소","14","14","14","14","14","19","19","19","19","19","19","19","19","19",
"간이운동장(동네체육시설)","용산구","면적","㎡","20537","20537","20537","20537","20537","35221","35221","35221","35221","35221","35221","35221","35221","35221",
"간이운동장(동네체육시설)","성동구","개소","개소","22","22","22","22","22","22","21","21","21","21","21","21","66","66",
"간이운동장(동네체육시설)","성동구","면적","㎡","83571","83571","83571","83571","83571","83571","83571","83571","83571","83571","83571","83571","83571","83571",
"간이운동장(동네체육시설)","광진구","개소","개소","10","216","216","216","76","76","76","76","76","76","76","76","76","76",
"간이운동장(동네체육시설)","광진구","면적","㎡","26535","26947","26947","26947","103200","103200","103200","103200","103200","103200","103200","103200","103200","103200",
"간이운동장(동네체육시설)","동대문구","개소","개소","60","43","43","43","43","43","43","43","43","43","43","43","43","43",
"간이운동장(동네체육시설)","동대문구","면적","㎡","85121","647893","647893","647893","647893","647893","647893","647893","647893","647893","647893","647893","647893","647893",
"간이운동장(동네체육시설)","중랑구","개소","개소","96","96","96","96","96","96","96","96","97","97","97","97","97","97",
"간이운동장(동네체육시설)","중랑구","면적","㎡","115325","115325","115325","115325","115325","115325","115325","115325","115325","115325","115325","115325","115325","115325",
"간이운동장(동네체육시설)","성북구","개소","개소","141","141","141","141","141","141","141","141","141","141","141","141","141","141",
"간이운동장(동네체육시설)","성북구","면적","㎡","37375","37375","37375","37375","37375","37375","37375","37375","37375","37375","37375","37375","37375","37375",
"간이운동장(동네체육시설)","강북구","개소","개소","58","58","58","58","120","120","120","120","120","120","120","111","136","136",
"간이운동장(동네체육시설)","강북구","면적","㎡","155239","155239","155239","155239","155239","127563","127563","127563","127563","127563","127562.8","127563","127563","127563",
"간이운동장(동네체육시설)","도봉구","개소","개소","69","69","69","69","69","90","90","90","90","90","90","90","90","90",
"간이운동장(동네체육시설)","도봉구","면적","㎡","1252288","1252288","1252288","1252288","1252288","1252548","1252548","1252548","1252548","1252548","1252548","1252548","1252548","1252548",
"간이운동장(동네체육시설)","노원구","개소","개소","205","205","205","205","205","205","205","205","205","205","205","205","206","206",
"간이운동장(동네체육시설)","노원구","면적","㎡","726600","726600","726600","726600","726600","726600","726600","726600","726600","726600","726600","726600","730927","730927",
"간이운동장(동네체육시설)","은평구","개소","개소","34","34","34","34","34","35","35","35","37","37","37","37","37","37",
"간이운동장(동네체육시설)","은평구","면적","㎡","1875","1875","1875","1875","1875","9435","9435","9435","9435","9435","9435","9435","9435","9435",
"간이운동장(동네체육시설)","서대문구","개소","개소","125","125","125","125","125","125","125","125","125","125","125","125","125","125",
"간이운동장(동네체육시설)","서대문구","면적","㎡","156450","156450","156450","156450","156450","156450","156450","156450","156450","156450","156450","156450","156450","156450",
"간이운동장(동네체육시설)","마포구","개소","개소","71","71","71","71","71","98","98","98","98","98","98","98","98","98",
"간이운동장(동네체육시설)","마포구","면적","㎡","521456","521456","521456","521456","521456","616818","616818","616818","616818","616818","616818","616818","616818","616818",
"간이운동장(동네체육시설)","양천구","개소","개소","127","127","127","127","127","127","128","128","128","128","128","128","128","128",
"간이운동장(동네체육시설)","양천구","면적","㎡","1221544","1221544","1221544","1221544","1221544","1221544","1225363","1225363","1225363","1225363","1225363","1225363","1225363","1225363",
"간이운동장(동네체육시설)","강서구","개소","개소","143","143","143","143","143","143","143","143","143","143","143","143","143","143",
"간이운동장(동네체육시설)","강서구","면적","㎡","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717","2202717",
"간이운동장(동네체육시설)","구로구","개소","개소","73","73","75","75","75","75","84","128","128","128","128","128","128","128",
"간이운동장(동네체육시설)","구로구","면적","㎡","78930","78930","81370","81370","81370","81370","92370","1030865","1030865","1030865","1030865","1030865","1030865","1030865",
"간이운동장(동네체육시설)","금천구","개소","개소","71","71","72","72","72","72","72","72","72","72","72","72","43","47",
"간이운동장(동네체육시설)","금천구","면적","㎡","90346","90346","91969","91969","91969","91969","91969","91969","91969","91969","91969","91969","91969","",
"간이운동장(동네체육시설)","영등포구","개소","개소","56","56","56","56","56","56","60","60","61","61","101","88","88","88",
"간이운동장(동네체육시설)","영등포구","면적","㎡","189553","189553","189553","189553","189553","189553","189553","189553","189948","189948","189948","349674","349674","349674",
"간이운동장(동네체육시설)","동작구","개소","개소","18","18","18","18","105","105","105","105","105","105","105","105","105","105",
"간이운동장(동네체육시설)","동작구","면적","㎡","197068","197068","197068","197068","197068","197068","197068","197068","197068","197068","197068","197068","197068","197068",
"간이운동장(동네체육시설)","관악구","개소","개소","140","140","140","140","140","140","140","140","140","140","140","140","140","140",
"간이운동장(동네체육시설)","관악구","면적","㎡","73220","73220","73220","73220","73220","73220","73220","73220","73220","73220","73220","73220","73220","73220",
"간이운동장(동네체육시설)","서초구","개소","개소","172","172","172","172","172","172","172","172","172","172","172","172","172","172",
"간이운동장(동네체육시설)","서초구","면적","㎡","134257","134257","134257","134257","134257","134257","134257","134257","134257","134257","134257","134257","134257","134257",
"간이운동장(동네체육시설)","강남구","개소","개소","261","261","261","261","261","261","261","261","261","261","261","261","261","261",
"간이운동장(동네체육시설)","강남구","면적","㎡","40100","40100","40100","40100","40100","40100","40100","40100","40100","40100","40100","40100","40100","40100",
"간이운동장(동네체육시설)","송파구","개소","개소","106","106","106","106","106","108","108","108","108","108","108","108","108","104",
"간이운동장(동네체육시설)","송파구","면적","㎡","216884","216884","216884","216884","216884","217714","217714","217714","217714","217714","217714","217714","217714","",
"간이운동장(동네체육시설)","강동구","개소","개소","42","42","42","42","42","42","42","42","42","42","42","42","42","42",
"간이운동장(동네체육시설)","강동구","면적","㎡","53533","53533","53533","53533","53533","53533","53533","53533","53533","53533","53533","53533","53533","53533",
"간이운동장(동네체육시설)","기타(서울외)","개소","개소","","","","","","","","","","","0","-","-","-",
"간이운동장(동네체육시설)","기타(서울외)","면적","㎡","","","","","","","","","","","0","-","-","-",
"구기체육관","합계","개소","개소","24","24","25","28","28","29","34","37","44","50","51","50","50","51",
"구기체육관","합계","면적","㎡","724842","398936","301696","314890","244658","258988","284355","316818","428589","511815.4","526689.4","526129","546940","668283",
"구기체육관","종로구","개소","개소","","","","","","","","","","0","0","-","-","-",
"구기체육관","종로구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"구기체육관","중구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","3",
"구기체육관","중구","면적","㎡","10413","10413","10413","10413","10413","10413","10413","10413","10413","10413","10413","10413","10413","12879",
"구기체육관","용산구","개소","개소","","","","","","","","1","1","1","1","1","1","1",
"구기체육관","용산구","면적","㎡","","","","","","","","2378","2378","2378.4","2378.4","2378","2378","2378",
"구기체육관","성동구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","2","2","2",
"구기체육관","성동구","면적","㎡","14557","15117","15117","15117","15117","15117","15117","15117","15117","15117","15117","14557","14557","14557",
"구기체육관","광진구","개소","개소","","","","","","1","1","1","1","1","1","1","1","1",
"구기체육관","광진구","면적","㎡","","","","","","1653","1653","1653","1653","1653","1653","1653","1653","1653",
"구기체육관","동대문구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"구기체육관","동대문구","면적","㎡","5746","5746","5746","5746","5746","5746","5746","5746","5746","5746","5746","5746","5746","5746",
"구기체육관","중랑구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"구기체육관","중랑구","면적","㎡","44653","44653","44653","44653","44653","44653","44653","44653","44653","44653","44653","44653","44653","44653",
"구기체육관","성북구","개소","개소","","","","","","","1","1","1","1","1","1","1","1",
"구기체육관","성북구","면적","㎡","","","","","","","1653","1653","1653","1653","1653","1653","1653","1653",
"구기체육관","강북구","개소","개소","","","","1","1","1","1","1","1","1","1","1","1","1",
"구기체육관","강북구","면적","㎡","","","","1420","1420","1420","1420","1420","1420","1420","1420","1420","1420","1420",
"구기체육관","도봉구","개소","개소","1","1","1","1","1","1","2","2","2","2","2","2","2","2",
"구기체육관","도봉구","면적","㎡","25012","25012","25012","25012","12335","25012","26065","50883","50883","50883","50883","50883","50883","50883",
"구기체육관","노원구","개소","개소","3","3","3","3","3","3","3","2","5","5","4","4","4","4",
"구기체육관","노원구","면적","㎡","","72804","72804","72804","12335","12335","12335","3398","105992","105992","104467","104467","104467","104467",
"구기체육관","은평구","개소","개소","","","1","2","2","2","2","2","2","2","2","2","2","2",
"구기체육관","은평구","면적","㎡","","","5876","16224","16224","16224","16224","16224","16224","16224","16224","16224","16224","16224",
"구기체육관","서대문구","개소","개소","1","1","1","1","1","1","1","1","1","4","4","4","4","4",
"구기체육관","서대문구","면적","㎡","","909","909","909","909","909","909","909","909","4760","4760","4760","4760","4760",
"구기체육관","마포구","개소","개소","","","","","","","","","","0","0","-","-","-",
"구기체육관","마포구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"구기체육관","양천구","개소","개소","1","1","1","1","1","1","1","1","2","2","2","2","2","2",
"구기체육관","양천구","면적","㎡","6400","6400","6400","6400","6400","6400","6400","6400","6958","6958","6958","6958","6958","6958",
"구기체육관","강서구","개소","개소","1","1","1","1","1","1","1","1","4","5","5","5","7","7",
"구기체육관","강서구","면적","㎡","7892","7892","7892","7892","7892","7892","7892","7892","16511","18606","18606","18606","12793","129783",
"구기체육관","구로구","개소","개소","","","","","","","","1","1","1","1","1","1","1",
"구기체육관","구로구","면적","㎡","","","","","","","","9963","9963","9963","9963","9963","9963","9963",
"구기체육관","금천구","개소","개소","","","","1","1","1","1","1","1","1","2","2","2","2",
"구기체육관","금천구","면적","㎡","","","","1426","1426","1426","1426","1426","1426","1426","6436","6436","6436","6436",
"구기체육관","영등포구","개소","개소","","","","","","","","1","1","1","1","1","1","1",
"구기체육관","영등포구","면적","㎡","","","","","","","","3900","3900","3900","3900","3900","3900","3900",
"구기체육관","동작구","개소","개소","","","","","","","","","","0","0","-","-","-",
"구기체육관","동작구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"구기체육관","관악구","개소","개소","1","1","1","1","1","1","4","4","4","5","5","5","6","5",
"구기체육관","관악구","면적","㎡","3793","3793","3793","3793","3793","3793","26454","26454","26454","101847","101847","101847","101847","101847",
"구기체육관","서초구","개소","개소","2","2","2","2","2","2","2","2","2","2","2","2","-","-",
"구기체육관","서초구","면적","㎡","30900","30900","30900","30900","30900","30900","30900","30900","30900","30900","30900","30900","-","-",
"구기체육관","강남구","개소","개소","","","","","","","","","","1","1","1","-","1",
"구기체육관","강남구","면적","㎡","","","","","","","","","","1887","1887","1887","-","1887",
"구기체육관","송파구","개소","개소","4","4","4","4","4","4","4","4","4","4","5","5","5","5",
"구기체육관","송파구","면적","㎡","562623","162444","59328","59328","62242","62242","62242","62242","62242","62242","73631","73631","73631","73631",
"구기체육관","강동구","개소","개소","2","2","2","2","2","2","2","3","3","3","3","3","3","3",
"구기체육관","강동구","면적","㎡","12853","12853","12853","12853","12853","12853","12853","13194","13194","13194","13194","13194","72605","72605",
"구기체육관","기타(서울외)","개소","개소","","","","","","","","","","0","0","-","-","-",
"구기체육관","기타(서울외)","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","합계","개소","개소","4","4","4","4","4","4","4","3","3","3","2","1","1","1",
"투기체육관","합계","면적","㎡","","72244","75071","75071","75071","20612","20612","18006","18006","16440","12817","12817","12817","12817",
"투기체육관","종로구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","종로구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","중구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","중구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","용산구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","용산구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","성동구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","성동구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","광진구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","광진구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","동대문구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","동대문구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","중랑구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","중랑구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","성북구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","성북구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","강북구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","강북구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","도봉구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","도봉구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","노원구","개소","개소","3","3","3","3","3","3","3","2","2","2","1","-","-","-",
"투기체육관","노원구","면적","㎡","","62254","62254","62254","62254","7795","7795","5189","5189","3623","12817","-","-","-",
"투기체육관","은평구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","은평구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","서대문구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","서대문구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","마포구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","마포구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","양천구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","양천구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","강서구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","강서구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","구로구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","구로구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","금천구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","금천구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","영등포구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","영등포구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","동작구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","동작구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","관악구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","관악구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","서초구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","서초구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","강남구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","강남구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","송파구","개소","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"투기체육관","송파구","면적","㎡","","9990","12817","12817","12817","12817","12817","12817","12817","12817","0","12817","12817","12817",
"투기체육관","강동구","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","강동구","면적","㎡","","","","","","","","","","0","0","-","-","-",
"투기체육관","기타(서울외)","개소","개소","","","","","","","","","","0","0","-","-","-",
"투기체육관","기타(서울외)","면적","㎡","","","","","","","","","","0","0","-","-","-",
"생활체육관","합계","개소","개소","84","84","84","90","91","92","95","99","100","105","109","112","113","114",
"생활체육관","합계","면적","㎡","573391","566606","566606","691425","694425","747001","1031096","1056848","1072404","1110699.4","1114872.4","1193348","1170564","1177937",
"생활체육관","종로구","개소","개소","3","3","3","3","3","3","3","3","3","3","3","3","4","4",
"생활체육관","종로구","면적","㎡","13396","13396","13396","13396","13396","13396","13396","13396","13396","13395.8","13395.8","13396","14640","14640",
"생활체육관","중구","개소","개소","5","5","5","5","5","5","5","5","5","5","5","5","5","5",
"생활체육관","중구","면적","㎡","40010","13671","13671","13671","13671","13671","13671","13671","13671","13670.6","13670.6","13671","13671","13671",
