"체육시설별","자치구별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"카누장","도봉구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","도봉구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","노원구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","노원구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","은평구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","은평구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","서대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","서대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","마포구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","마포구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","양천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","양천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","강서구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","강서구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","구로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","구로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","금천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","금천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","영등포구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","영등포구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","동작구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","동작구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","관악구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","관악구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","서초구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","서초구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","강남구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","강남구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","송파구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","송파구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"카누장","강동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"카누장","강동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","서울시","시설수","개소","12","12","10","11","11","13","13","13","13","14","13","17","19","21","22",
"빙상장","서울시","면적","㎡","54126","52005","43025","46050","47812","40592","45064","38420","35092","21219","15177.04","44806.29","48681","60214","53191.17",
"빙상장","종로구","시설수","개소","","","","","","","","1","1","1","1","-","-","-","-",
"빙상장","종로구","면적","㎡","","","","","","","","248","248","248","248","-","-","-","-",
"빙상장","중구","시설수","개소","1","1","1","1","","1","1","1","1","1","-","1","1","1","1",
"빙상장","중구","면적","㎡","5808","5808","909","910","","909","909","909","909","909","-","909.43","909","909","909",
"빙상장","용산구","시설수","개소","1","","","","","","","","","","-","-","-","-","-",
"빙상장","용산구","면적","㎡","3676","","","","","","","","","","-","-","-","-","-",
"빙상장","성동구","시설수","개소","","","","","","","","","","","-","1","1","1","1",
"빙상장","성동구","면적","㎡","","","","","","","","","","","-","766","601","601","601",
"빙상장","광진구","시설수","개소","","1","","1","1","1","","","","","-","-","-","-","-",
"빙상장","광진구","면적","㎡","","2172","","2172","2172","2172","","","","","-","-","-","-","-",
"빙상장","동대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","동대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","중랑구","시설수","개소","","","","","","","","","","1","1","-","-","-","-",
"빙상장","중랑구","면적","㎡","","","","","","","","","","400","400","-","-","-","-",
"빙상장","성북구","시설수","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"빙상장","성북구","면적","㎡","2740","2740","2740","2740","2740","2740","2740","2740","2740","2740","2740","2740","2740","1796","1796",
"빙상장","강북구","시설수","개소","1","","","","","","","","","","-","-","-","-","-",
"빙상장","강북구","면적","㎡","1800","","","","","","","","","","-","-","-","-","-",
"빙상장","도봉구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","도봉구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","노원구","시설수","개소","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2",
"빙상장","노원구","면적","㎡","13550","13551","13550","13550","13550","5870","4070","4070","4070","4070","4070","1768","5706","5706","5706",
"빙상장","은평구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","은평구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","서대문구","시설수","개소","","","","","","","","","","","-","-","1","1","1",
"빙상장","서대문구","면적","㎡","","","","","","","","","","","-","-","215","215","215",
"빙상장","마포구","시설수","개소","1","1","1","","1","1","1","","","","-","-","-","-","1",
"빙상장","마포구","면적","㎡","4204","4004","4004","","1541","1749","1769","","","","-","-","-","-","477",
"빙상장","양천구","시설수","개소","1","1","1","1","1","1","1","1","1","","-","4","4","4","4",
"빙상장","양천구","면적","㎡","14700","14700","14700","14700","14700","14700","14700","14700","14700","","-","26497","26497","26497","26497",
"빙상장","강서구","시설수","개소","","","","","","","","1","1","1","1","1","1","1","1",
"빙상장","강서구","면적","㎡","","","","","","","","468","468","468","467.85","468","468","468","467",
"빙상장","구로구","시설수","개소","","","","1","1","1","1","1","1","2","2","2","2","2","2",
"빙상장","구로구","면적","㎡","","","","4706","4706","4706","4706","4706","4706","5133","","5133","5133","5133","5133",
"빙상장","금천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","금천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","영등포구","시설수","개소","1","1","","","","","1","1","","","-","1","1","1","1",
"빙상장","영등포구","면적","㎡","1685","1685","","","","","7500","3300","","","-","400","400","400","400",
"빙상장","동작구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","동작구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","관악구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","관악구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"빙상장","서초구","시설수","개소","","1","1","1","1","2","2","2","3","3","3","3","2","3","3",
"빙상장","서초구","면적","㎡","","859","859","859","859","2216","2216","2216","3064","3064","3063.86","3063.86","1707","10562","3063",
"빙상장","강남구","시설수","개소","","","","","","","1","","1","1","1","-","1","2","2",
"빙상장","강남구","면적","㎡","","","","","","","924","","924","924","924.17","-","924","4546","4546.17",
"빙상장","송파구","시설수","개소","3","3","3","3","3","2","2","2","1","1","1","1","2","2","2",
"빙상장","송파구","면적","㎡","5963","6486","6263","6413","7544","5530","5530","5063","3263","3263","3263.16","3061","3381","3381","3381",
"빙상장","강동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"빙상장","강동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","서울시","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","서울시","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","종로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","종로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","중구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","중구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","용산구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","용산구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","성동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","성동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","광진구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","광진구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","동대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","동대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","중랑구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","중랑구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","성북구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","성북구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","강북구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","강북구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","도봉구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","도봉구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","노원구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","노원구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","은평구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","은평구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","서대문구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","서대문구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","마포구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","마포구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","양천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","양천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","강서구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","강서구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","구로구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","구로구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","금천구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","금천구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","영등포구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","영등포구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","동작구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","동작구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","관악구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","관악구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","서초구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","서초구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","강남구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","강남구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","송파구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","송파구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"승마장","강동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"승마장","강동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"종합체육시설","서울시","시설수","개소","79","87","85","87","86","88","91","66","92","99","91","98","98","99","99",
"종합체육시설","서울시","면적","㎡","272236","273806","266675","284807","280252","279666","293635","211903","315865","317965","299766.74","307443.42","313024","330985","321096",
"종합체육시설","종로구","시설수","개소","5","5","5","5","6","7","7","7","7","7","7","7","7","7","7",
"종합체육시설","종로구","면적","㎡","11281","11281","11281","11281","14499","17483","19483","19483","19054","19054","19053.97","19230.21","19230","19230","19231",
"종합체육시설","중구","시설수","개소","7","7","7","8","8","8","8","9","10","8","-","9","8","8","9",
"종합체육시설","중구","면적","㎡","12686","12686","12686","10678","10887","10887","10887","11984","12970","10887","-","13255","10673","8299","9962",
"종합체육시설","용산구","시설수","개소","5","5","5","5","4","4","4","4","3","3","3","4","4","4","4",
"종합체육시설","용산구","면적","㎡","14044","14044","14044","14044","12876","12876","12876","10073","10780","10780","10780","12683","12683","12683","12683",
"종합체육시설","성동구","시설수","개소","","","","","","","","","","","-","-","-","-","-",
"종합체육시설","성동구","면적","㎡","","","","","","","","","","","-","-","-","-","-",
"종합체육시설","광진구","시설수","개소","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"종합체육시설","광진구","면적","㎡","4505","4505","4505","4505","4504","4505","11093","11093","11093","11093","11093.36","2392.36","11093","11093","11093",
"종합체육시설","동대문구","시설수","개소","","","","1","1","2","2","2","2","2","2","2","2","2","2",
"종합체육시설","동대문구","면적","㎡","","","","3954","3954","2944","1006","2944","2944","2944","2944","1406.66","1407","1407","1407",
"종합체육시설","중랑구","시설수","개소","1","1","2","2","2","2","2","2","2","3","3","1","1","1","2",
"종합체육시설","중랑구","면적","㎡","8461","8461","2840","5290","7118","7118","7118","7118","10289","8564","8564.19","4959","4959","4959","7510",
"종합체육시설","성북구","시설수","개소","","","","","","","","","","","-","2","2","2","2",
"종합체육시설","성북구","면적","㎡","","","","","","","","","","","-","4559","4559","4559","4559",
"종합체육시설","강북구","시설수","개소","","","","","","","","","","","-","1","1","1","1",
"종합체육시설","강북구","면적","㎡","","","","","","","","","","","-","1266","1266","1266","3870",
"종합체육시설","도봉구","시설수","개소","","","","","","","1","1","1","1","1","1","1","1","1",
"종합체육시설","도봉구","면적","㎡","","","","","","","1302","1302","1302","1302","1301.56","1302","1452","1452","1452",
"종합체육시설","노원구","시설수","개소","1","1","","","","","","","","","-","-","-","-","-",
"종합체육시설","노원구","면적","㎡","13774","13774","","","","","","","","","-","-","-","-","-",
"종합체육시설","은평구","시설수","개소","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1",
"종합체육시설","은평구","면적","㎡","10095","10095","10095","10095","10095","10095","10095","10095","1218","1218","1218","1218","2590","1372","1372",
"종합체육시설","서대문구","시설수","개소","2","4","4","4","4","4","4","4","4","4","4","4","3","3","3",
"종합체육시설","서대문구","면적","㎡","3277","8102","5608","10358","10358","10358","7042","10358","10358","10358","10358","10358","8601","7402","7420",
"종합체육시설","마포구","시설수","개소","1","5","5","5","3","5","5","5","5","5","5","4","4","4","3",
"종합체육시설","마포구","면적","㎡","3433","11022","11022","11022","7805","11022","11022","8928","11022","11022","11022","9336","9336","9336","7805",
"종합체육시설","양천구","시설수","개소","2","2","1","1","1","1","2","2","2","2","2","2","2","3","3",
"종합체육시설","양천구","면적","㎡","10565","10565","4076","4076","4076","4076","4073","13078","13078","13078","13078.03","13078","13078","15345","15345",
"종합체육시설","강서구","시설수","개소","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3",
"종합체육시설","강서구","면적","㎡","20310","20310","19619","23000","23001","23105","20105","20105","23875","23875","23874.63","23874.63","23875","23875","23875",
"종합체육시설","구로구","시설수","개소","","1","1","1","1","1","1","1","2","2","2","1","1","1","1",
"종합체육시설","구로구","면적","㎡","","2232","2232","2232","1091","1091","1091","2232","3098","3098","3098.19","866","866","866","2203",
"종합체육시설","금천구","시설수","개소","1","1","1","1","1","1","1","1","1","1","1","-","-","-","-",
"종합체육시설","금천구","면적","㎡","937","937","937","936","937","936","936","936","936","936","936","-","-","-","-",
"종합체육시설","영등포구","시설수","개소","3","3","4","4","4","4","4","3","3","3","3","4","4","5","5",
"종합체육시설","영등포구","면적","㎡","10360","10360","13773","11412","11412","11412","13060","8489","8489","8489","1177.82","10838","9282","7155","10090",
"종합체육시설","동작구","시설수","개소","","","","","","","","","1","1","1","1","1","1","1",
"종합체육시설","동작구","면적","㎡","","","","","","","","","1179","1179","1179","1179","1179","1179","1179",
"종합체육시설","관악구","시설수","개소","3","3","3","2","2","2","1","1","1","1","1","1","1","1","1",
"종합체육시설","관악구","면적","㎡","7548","7548","7548","5420","3052","3052","2620","2620","2291","2291","2291","2290.77","2291","2291","2291",
"종합체육시설","서초구","시설수","개소","10","10","10","12","12","12","12","11","13","15","15","15","15","16","16",
"종합체육시설","서초구","면적","㎡","41286","41286","44305","65202","65202","65202","65202","44079","68738","71880","71880","75929.36","75268","99963","81722",
"종합체육시설","강남구","시설수","개소","23","23","21","21","22","22","24","","22","27","27","25","26","25","24",
"종합체육시설","강남구","면적","㎡","49267","49267","49215","49215","49916","48304","59424","","70709","69575","69574.51","62018.34","64876","62793","61567",
"종합체육시설","송파구","시설수","개소","8","9","9","8","8","6","6","6","6","7","7","7","7","7","7",
"종합체육시설","송파구","면적","㎡","41269","28192","43750","37377","34759","32890","32890","22276","30381","34281","34281.09","34281.09","32566","32566","32566",
"종합체육시설","강동구","시설수","개소","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"종합체육시설","강동구","면적","㎡","9139","9139","9139","4710","4710","2310","2310","4710","2061","2061","2061.39","1123","1894","1894","1894",
"수영장","서울시","시설수","개소","71","77","85","93","97","102","116","121","126","131","125","122","120","128","129",
"수영장","서울시","면적","㎡","248097","228372","182125","171493","144991","117496","152791","137344","162099","163416","151185.902","91456.432","105135","137383","144060.4",
"수영장","종로구","시설수","개소","1","1","2","1","1","1","1","1","1","1","1","-","-","-","-",
"수영장","종로구","면적","㎡","1268","1268","2370","1268","1268","1268","1268","1268","1268","1268","1267.8","-","-","-","-",
"수영장","중구","시설수","개소","5","5","4","5","6","6","6","6","6","6","-","4","4","4","4",
"수영장","중구","면적","㎡","18107","18107","10775","11877","11877","13672","12231","12231","12231","12231","-","10103","16815","16815","16815",
"수영장","용산구","시설수","개소","1","2","1","1","1","1","2","3","3","3","3","3","3","4","4",
"수영장","용산구","면적","㎡","519","519","519","519","519","519","482","1234","1234","1234","1234.06","1233","1233","1578","4442",
"수영장","성동구","시설수","개소","1","","2","3","","1","4","4","2","2","2","2","2","2","2",
"수영장","성동구","면적","㎡","184","184","441","794","","257","1231","1231","489","757","757.36","888","757","757","757",
"수영장","광진구","시설수","개소","12","12","11","10","10","11","11","11","11","11","11","5","6","7","7",
"수영장","광진구","면적","㎡","74794","67985","36066","27376","27376","27187","38508","38508","38508","38508","38508.07","2609.74","1097","20897","33678",
"수영장","동대문구","시설수","개소","3","3","3","2","2","2","2","3","4","4","4","3","4","5","5",
"수영장","동대문구","면적","㎡","3206","3206","3206","2744","2744","2524","1502","2054","2784","2783","2783.47","1600","2097","2546","2546",
"수영장","중랑구","시설수","개소","1","1","","","","","","","2","2","2","2","2","2","2",
"수영장","중랑구","면적","㎡","8251","8251","","","","","","","1215","1215","1215.3","1215","1215","1215","1215",
"수영장","성북구","시설수","개소","1","2","2","2","4","4","4","5","6","6","6","6","6","6","6",
"수영장","성북구","면적","㎡","521","745","745","744","1398","1398","1398","1800","1828","1828","1827.972","1827.972","2078","2078","2075",
"수영장","강북구","시설수","개소","3","3","3","3","3","3","3","","","","-","-","-","-","-",
"수영장","강북구","면적","㎡","1964","1900","1900","2059","2059","2059","16816","","","","-","-","-","-","-",
"수영장","도봉구","시설수","개소","3","3","3","3","2","3","3","2","2","2","2","2","2","2","2",
"수영장","도봉구","면적","㎡","4595","4595","4595","4595","3625","4185","4024","2382","2382","2382","2382","2382","2382","2382","2382",
"수영장","노원구","시설수","개소","5","7","7","6","6","7","5","5","4","4","4","6","6","6","6",
"수영장","노원구","면적","㎡","16834","20307","18958","9058","9057","10726","6296","6296","5921","5921","5921","1760.5","5359","5360","6455",
"수영장","은평구","시설수","개소","6","6","6","6","6","6","7","10","9","9","9","9","8","7","7",
"수영장","은평구","면적","㎡","7296","7296","7296","7296","7296","7296","7786","12626","7670","7670","7670.18","8258","6886","5502","5502",
"수영장","서대문구","시설수","개소","3","3","2","3","3","2","3","3","3","3","3","3","3","3","3",
"수영장","서대문구","면적","㎡","3356","3356","1921","3356","3356","1921","1921","863","863","863","863","863","2493","1382","2466",
"수영장","마포구","시설수","개소","3","2","2","4","4","4","5","5","5","5","5","5","4","4","4",
"수영장","마포구","면적","㎡","3210","2168","2168","2659","2658","2658","3031","1804","3030","3214","3214.14","3119.17","1935","1935","1935",
"수영장","양천구","시설수","개소","3","2","6","7","10","11","11","11","13","11","11","14","13","13","14",
"수영장","양천구","면적","㎡","3409","2748","2002","3274","6265","4128","3833","3833","8167","5893","5893","9608.23","12495","12495","13155",
"수영장","강서구","시설수","개소","4","4","4","4","4","5","6","7","7","9","9","9","6","6","7",
"수영장","강서구","면적","㎡","6318","6318","6318","6318","6318","6746","7239","8251","8251","10073","10072.54","10072.54","7319","7319","6975",
"수영장","구로구","시설수","개소","1","1","1","1","1","1","1","2","2","3","3","3","3","3","3",
"수영장","구로구","면적","㎡","5484","5484","5484","5484","1275","1275","1275","1725","946","1380","1380.12","1380.12","1380","1380","1380",
"수영장","금천구","시설수","개소","","","","","","","","","1","1","1","1","1","1","1",
"수영장","금천구","면적","㎡","","","","","","","","","5770","870","870","870","870","870","870",
"수영장","영등포구","시설수","개소","2","6","3","3","3","2","3","3","3","3","3","3","3","4","4",
"수영장","영등포구","면적","㎡","7647","30907","7890","7890","8087","7092","10397","7427","7427","7427","7426.89","7426.89","7425","7833","7836",
"수영장","동작구","시설수","개소","1","1","1","2","2","3","3","3","3","3","3","2","2","2","2",
"수영장","동작구","면적","㎡","1462","1462","1462","1820","1820","2705","2705","2705","2705","2705","2705","1243.4","1243","1243","1243.4",
"수영장","관악구","시설수","개소","1","1","1","1","","1","3","3","3","4","4","4","4","4","4",
"수영장","관악구","면적","㎡","596","1085","1085","1085","","334","1324","1740","18347","18668","18668.4","2061.57","2062","2062","2062",
"수영장","서초구","시설수","개소","4","5","7","8","7","8","10","10","10","11","11","10","8","10","11",
"수영장","서초구","면적","㎡","24169","7761","8894","9298","7145","7556","8635","8636","8635","12466","12466.37","8074","7192","8073","8607",
"수영장","강남구","시설수","개소","2","2","6","6","9","9","10","9","10","10","10","10","10","12","11",
"수영장","강남구","면적","㎡","2406","2406","5082","5082","7350","7350","7048","3129","5819","6201","6200.55","6200.55","6201","18610","6913",
"수영장","송파구","시설수","개소","4","4","6","9","10","8","10","12","12","13","13","11","15","15","14",
"수영장","송파구","면적","㎡","51814","29627","52500","52945","29546","3698","12899","13649","13649","14463","14462.95","5262","9832","9832","9532",
"수영장","강동구","시설수","개소","1","1","2","3","3","3","3","3","4","5","5","5","5","6","6",
"수영장","강동구","면적","㎡","687","687","448","3952","3952","942","942","3952","2960","3396","3395.73","3397.75","4769","5219","5219",
"체육도장","서울시","시설수","개소","2290","2373","2336","2418","2466","2384","2546","2289","2355","2198","2173","2209","2156","2289","2349",
"체육도장","서울시","면적","㎡","353153","315556","303538","288331","311481","322988","323157","244209","310727","321619","306327.18","328961.2","320073","373304","362224",
"체육도장","종로구","시설수","개소","17","21","19","22","27","25","27","8","24","22","22","24","24","24","22",
"체육도장","종로구","면적","㎡","1547","2287","2035","2289","3532","3306","3614","1401","4706","4164","4164","4484","4520","4434","4389",
"체육도장","중구","시설수","개소","23","26","27","27","26","27","27","25","25","25","-","20","21","21","23",
"체육도장","중구","면적","㎡","2977","3025","3383","3435","3184","3502","3397","3316","3316","3316","-","2695","5371","5371","5682",
"체육도장","용산구","시설수","개소","41","39","37","36","36","34","37","30","30","31","31","31","33","33","33",
"체육도장","용산구","면적","㎡","5118","4937","4867","4131","4131","5266","10643","10513","10513","10770","10770","5342","6654","6654","6654",
"체육도장","성동구","시설수","개소","77","80","85","88","89","67","104","110","84","55","55","60","53","49","66",
"체육도장","성동구","면적","㎡","9278","9816","10826","12869","13129","13129","13129","2596","9743","6772","6037.17","7103","5741","5697","6451",
"체육도장","광진구","시설수","개소","94","100","96","94","94","94","99","98","50","69","69","51","50","107","46",
"체육도장","광진구","면적","㎡","18055","18876","15748","15574","15574","15574","14129","11385","7450","10397","9186","10050.56","10887","11241","17704",
"체육도장","동대문구","시설수","개소","99","99","95","71","72","103","105","48","45","64","64","81","79","80","79",
"체육도장","동대문구","면적","㎡","12672","11566","12842","10590","10803","10803","10803","2030","2057","5224","1823.54","11526","9454","9509","10322",
"체육도장","중랑구","시설수","개소","107","106","92","112","116","51","113","110","106","101","101","103","90","85","87",
"체육도장","중랑구","면적","㎡","13296","13139","13313","14892","15384","8327","12265","","","13911","13911.26","20770","14198","13510","13771",
"체육도장","성북구","시설수","개소","93","92","95","100","107","108","112","115","115","110","110","119","117","119","129",
"체육도장","성북구","면적","㎡","9197","9126","9529","10273","11694","11691","14604","15298","15288","14747","14747.46","16000.33","13363","12833","16690",
"체육도장","강북구","시설수","개소","83","88","80","80","76","75","83","76","60","61","61","64","66","67","67",
"체육도장","강북구","면적","㎡","10686","9021","9106","9106","9138","9138","9743","9350","8034","5884","5884.19","9078","9313","9463","9599",
"체육도장","도봉구","시설수","개소","83","83","79","77","77","79","77","79","78","79","79","85","89","85","83",
"체육도장","도봉구","면적","㎡","54836","10783","10374","10349","10701","10964","10468","10852","11487","10684","10684.12","11645","12114","10745","10786",
"체육도장","노원구","시설수","개소","137","130","144","156","156","153","154","154","154","127","127","141","141","145","144",
"체육도장","노원구","면적","㎡","18926","14415","18981","","","20326","20790","20893","20994","17220","17220.4","13697","15092","17710","16624",
"체육도장","은평구","시설수","개소","98","103","104","109","110","106","108","113","114","134","134","111","120","117","114",
"체육도장","은평구","면적","㎡","11670","11975","12423","12557","11597","9336","9769","10047","11002","13603","13603","12725","14301","18416","17512",
"체육도장","서대문구","시설수","개소","73","68","74","81","91","80","83","76","75","72","72","78","68","72","73",
"체육도장","서대문구","면적","㎡","8635","9107","9483","10268","10650","9749","10864","4827","7835","7378","7377.99","8411","5754","6472","5536",
"체육도장","마포구","시설수","개소","94","100","81","75","80","82","81","15","94","99","99","95","99","91","75",
"체육도장","마포구","면적","㎡","10368","11225","9175","12801","11212","11586","10907","","12771","13201","13200.89","13829.48","14859","9807","10526",
"체육도장","양천구","시설수","개소","160","133","104","113","120","147","151","151","126","127","127","52","52","54","63",
"체육도장","양천구","면적","㎡","19325","18328","11225","11838","12258","12258","11712","11804","13495","13866","13866","6815.93","6873","7112","8527",
"체육도장","강서구","시설수","개소","150","151","145","149","157","159","161","163","164","173","173","176","183","180","189",
"체육도장","강서구","면적","㎡","17629","18159","17790","19335","17506","20694","21095","22100","22424","24089","24089.34","28821","29804","30410","30645",
"체육도장","구로구","시설수","개소","93","92","91","95","101","100","103","103","95","113","113","98","100","101","98",
"체육도장","구로구","면적","㎡","28563","29660","24062","18804","14147","13980","14444","","","17259","17259","14466","14851","15517","12375",
"체육도장","금천구","시설수","개소","62","74","67","68","65","67","66","62","61","67","67","67","63","68","68",
"체육도장","금천구","면적","㎡","8043","7896","7675","7840","16980","11541","11655","10667","10548","11465","11465","9078","9463","9359","9295",
"체육도장","영등포구","시설수","개소","69","108","109","96","120","113","119","117","118","112","112","84","53","95","99",
"체육도장","영등포구","면적","㎡","5827","9991","9214","","16785","14849","14849","3917","3917","7261","7260.81","27351.05","6920","45695","16515",
"체육도장","동작구","시설수","개소","71","74","85","88","93","87","87","90","82","77","77","82","83","87","87",
"체육도장","동작구","면적","㎡","9402","10001","11592","12104","13007","10806","12402","12520","11948","11585","11584.5","12834.72","13070","13531","13695",
"체육도장","관악구","시설수","개소","126","131","133","132","108","96","105","102","88","103","103","95","100","99","100",
"체육도장","관악구","면적","㎡","16629","17339","18893","18756","14820","26288","14462","14462","12910","15149","15149","14391.13","15316","15083","15218",
"체육도장","서초구","시설수","개소","71","73","77","92","93","99","108","103","118","114","114","117","128","142","142",
"체육도장","서초구","면적","㎡","8450","8837","9556","11759","11664","12881","14852","","16474","12307","12307.19","13530","15481","18067","18013",
"체육도장","강남구","시설수","개소","97","126","121","132","136","150","148","27","150","59","59","119","72","98","169",
"체육도장","강남구","면적","㎡","15664","19062","18612","19321","19303","21506","13638","1639","19090","6015","-","15108","6577","9442","14764",
"체육도장","송파구","시설수","개소","144","148","161","180","169","140","147","162","144","149","149","144","145","148","155",
"체육도장","송파구","면적","㎡","20977","21715","23510","27725","27623","20678","22925","15695","22960","25005","25005","22897","23177","24683","25288",
